fpr,tpr
0.0,0.0
9.129085265656382e-05,0.0
0.0007303268212525105,0.0
0.0007303268212525105,0.00641025641025641
0.00502099689611101,0.00641025641025641
0.005203578601424137,0.00641025641025641
0.006572941391272595,0.00641025641025641
0.006572941391272595,0.01282051282051282
0.00885521270768669,0.01282051282051282
0.00885521270768669,0.019230769230769232
0.013054591929888625,0.019230769230769232
0.013054591929888625,0.02564102564102564
0.013328464487858316,0.02564102564102564
0.013328464487858316,0.03205128205128205
0.013967500456454264,0.03205128205128205
0.013967500456454264,0.038461538461538464
0.018166879678656198,0.038461538461538464
0.018166879678656198,0.04487179487179487
0.02629176556509038,0.04487179487179487
0.02629176556509038,0.05128205128205128
0.032864706956362975,0.05128205128205128
0.032864706956362975,0.057692307692307696
0.050027387255796966,0.057692307692307696
0.050209968961110095,0.057692307692307696
0.05039255066642322,0.057692307692307696
0.05039255066642322,0.0641025641025641
0.05267482198283732,0.0641025641025641
0.05267482198283732,0.07051282051282051
0.05778710973160489,0.07051282051282051
0.05778710973160489,0.07692307692307693
0.062077779806463396,0.07692307692307693
0.062077779806463396,0.08333333333333333
0.06353843344896841,0.08333333333333333
0.06353843344896841,0.08974358974358974
0.06463392368084718,0.08974358974358974
0.06463392368084718,0.09615384615384616
0.06554683220741282,0.09615384615384616
0.06554683220741282,0.10256410256410256
0.06618586817600876,0.10256410256410256
0.06618586817600876,0.10897435897435898
0.07303268212525105,0.10897435897435898
0.07303268212525105,0.11538461538461539
0.07385429979916013,0.11538461538461539
0.07385429979916013,0.12179487179487179
0.08060982289574585,0.12179487179487179
0.08060982289574585,0.1282051282051282
0.08590469234982655,0.1282051282051282
0.08608727405513968,0.1282051282051282
0.09868541172174548,0.1282051282051282
0.09886799342705861,0.1282051282051282
0.10178930071206865,0.1282051282051282
0.10197188241738178,0.1282051282051282
0.1031586635019171,0.1282051282051282
0.10324995435457367,0.1346153846153846
0.10352382691254336,0.1346153846153846
0.10352382691254336,0.14102564102564102
0.1127442030308563,0.14102564102564102
0.1127442030308563,0.14743589743589744
0.11393098411539164,0.14743589743589744
0.11393098411539164,0.15384615384615385
0.11539163775789665,0.15384615384615385
0.11539163775789665,0.16025641025641027
0.12013876209603798,0.16025641025641027
0.12013876209603798,0.16666666666666666
0.1223297425597955,0.16666666666666666
0.1223297425597955,0.17307692307692307
0.12351652364433084,0.17307692307692307
0.12369910534964397,0.17307692307692307
0.1253423406974621,0.17307692307692307
0.1253423406974621,0.1794871794871795
0.1281723571298156,0.1794871794871795
0.12835493883512872,0.1794871794871795
0.13483658937374476,0.1794871794871795
0.13483658937374476,0.1858974358974359
0.13958371371188608,0.1858974358974359
0.13958371371188608,0.19230769230769232
0.1486215081248859,0.19230769230769232
0.1486215081248859,0.1987179487179487
0.1526383056417747,0.1987179487179487
0.1526383056417747,0.20512820512820512
0.1556509037794413,0.20512820512820512
0.1556509037794413,0.21153846153846154
0.16103706408617857,0.21153846153846154
0.16103706408617857,0.21794871794871795
0.1748219828373197,0.21794871794871795
