fpr,tpr
0.0,0.0
9.158347834050737e-05,0.0
0.00045791739170253685,0.0
0.00045791739170253685,0.0007117437722419929
0.0008242513050645664,0.0007117437722419929
0.0008242513050645664,0.0014234875444839859
0.0009158347834050737,0.0014234875444839859
0.0009158347834050737,0.0028469750889679717
0.0016485026101291328,0.0028469750889679717
0.0016485026101291328,0.004270462633451958
0.002472753915193699,0.004270462633451958
0.002472753915193699,0.0056939501779359435
0.002655920871874714,0.0056939501779359435
0.0028390878285557285,0.0056939501779359435
0.00384650609030131,0.0056939501779359435
0.00384650609030131,0.006405693950177936
0.00522025826540892,0.006405693950177936
0.005403425222089935,0.006405693950177936
0.005403425222089935,0.0071174377224199285
0.00558659217877095,0.0071174377224199285
0.00558659217877095,0.007829181494661922
0.005678175657111457,0.007829181494661922
0.005678175657111457,0.008540925266903915
0.006044509570473486,0.008540925266903915
0.006044509570473486,0.009252669039145907
0.007143511310559575,0.009252669039145907
0.007143511310559575,0.0099644128113879
0.007601428702262112,0.0099644128113879
0.007601428702262112,0.010676156583629894
0.008150929572305156,0.010676156583629894
0.008150929572305156,0.011387900355871887
0.008517263485667186,0.011387900355871887
0.008608846964007693,0.012099644128113879
0.008608846964007693,0.012811387900355872
0.008883597399029216,0.012811387900355872
0.00906676435571023,0.012811387900355872
0.009341514790731751,0.012811387900355872
0.009341514790731751,0.013523131672597865
0.010074182617455811,0.013523131672597865
0.010074182617455811,0.014234875444839857
0.014378606099459658,0.014234875444839857
0.014378606099459658,0.016370106761565837
0.014653356534481179,0.016370106761565837
0.014653356534481179,0.01708185053380783
0.015843941752907775,0.01708185053380783
0.015843941752907775,0.017793594306049824
0.017309277406355895,0.017793594306049824
0.017309277406355895,0.018505338078291814
0.018316695668101474,0.018505338078291814
0.018316695668101474,0.019217081850533807
0.018957780016485026,0.019217081850533807
0.018957780016485026,0.0199288256227758
0.019324113929847054,0.0199288256227758
0.019324113929847054,0.020640569395017794
0.019415697408187563,0.020640569395017794
0.019415697408187563,0.021352313167259787
0.020789449583295174,0.021352313167259787
0.020789449583295174,0.02206405693950178
0.021064200018316697,0.02206405693950178
0.021064200018316697,0.024199288256227757
0.021155783496657202,0.024199288256227757
0.021155783496657202,0.02491103202846975
