fpr,tpr
0.0,0.0
9.140767824497258e-05,0.0
0.00018281535648994517,0.0
0.00018281535648994517,0.0014084507042253522
0.000639853747714808,0.0014084507042253522
0.000639853747714808,0.004225352112676056
0.0018281535648994515,0.004225352112676056
0.0018281535648994515,0.005633802816901409
0.0024680073126142595,0.005633802816901409
0.002650822669104205,0.005633802816901409
0.00283363802559415,0.005633802816901409
0.003016453382084095,0.005633802816901409
0.0031078610603290677,0.005633802816901409
0.0032906764168190127,0.005633802816901409
0.0032906764168190127,0.007042253521126761
0.004204753199268739,0.007042253521126761
0.004204753199268739,0.009859154929577466
0.004753199268738574,0.009859154929577466
0.004753199268738574,0.011267605633802818
0.006489945155393053,0.011267605633802818
0.006489945155393053,0.01267605633802817
0.006581352833638025,0.01267605633802817
0.0066727605118829985,0.014084507042253521
0.0066727605118829985,0.015492957746478873
0.007221206581352834,0.015492957746478873
0.0074040219378427785,0.015492957746478873
0.007586837294332724,0.015492957746478873
0.007586837294332724,0.016901408450704224
0.007769652650822669,0.016901408450704224
0.00813528336380256,0.016901408450704224
0.00850091407678245,0.016901408450704224
0.008592321755027423,0.018309859154929577
0.008683729433272395,0.018309859154929577
0.00886654478976234,0.018309859154929577
0.00886654478976234,0.01971830985915493
0.009872029250457038,0.01971830985915493
0.010146252285191957,0.01971830985915493
0.010694698354661792,0.01971830985915493
0.010694698354661792,0.02112676056338028
0.010877513711151737,0.02112676056338028
0.011151736745886655,0.02112676056338028
0.0113345521023766,0.02112676056338028
0.011517367458866544,0.02112676056338028
0.01170018281535649,0.02112676056338028
0.01206581352833638,0.02112676056338028
0.012248628884826326,0.02112676056338028
0.012340036563071298,0.02112676056338028
0.012340036563071298,0.022535211267605635
0.012797074954296161,0.022535211267605635
0.01316270566727605,0.022535211267605635
0.013254113345521023,0.022535211267605635
0.01380255941499086,0.022535211267605635
0.01416819012797075,0.022535211267605635
0.01416819012797075,0.023943661971830985
0.014351005484460696,0.023943661971830985
0.014442413162705668,0.023943661971830985
0.014808043875685557,0.023943661971830985
0.015173674588665448,0.023943661971830985
0.015539305301645339,0.023943661971830985
0.015813528336380257,0.023943661971830985
0.015996343692870202,0.023943661971830985
0.01627056672760512,0.023943661971830985
0.01636197440585009,0.02535211267605634
0.016453382084095063,0.02535211267605634
0.016636197440585008,0.02676056338028169
0.01672760511882998,0.02676056338028169
0.0170018281535649,0.02676056338028169
0.017093235831809873,0.02676056338028169
0.017276051188299817,0.02676056338028169
0.017458866544789762,0.02676056338028169
0.017641681901279706,0.02676056338028169
0.0180073126142596,0.02676056338028169
0.018190127970749544,0.02676056338028169
0.018555758683729433,0.02676056338028169
0.018738574040219377,0.02676056338028169
0.019012797074954298,0.02676056338028169
0.019195612431444242,0.02676056338028169
0.01956124314442413,0.02676056338028169
0.019744058500914076,0.02676056338028169
0.01992687385740402,0.02676056338028169
0.02020109689213894,0.02676056338028169
0.02102376599634369,0.02676056338028169
0.02102376599634369,0.028169014084507043
0.0216636197440585,0.028169014084507043
0.021846435100548445,0.028169014084507043
0.022212065813528338,0.028169014084507043
0.022394881170018283,0.028169014084507043
0.022577696526508227,0.029577464788732393
0.0226691042047532,0.029577464788732393
0.022851919561243144,0.029577464788732393
0.022943327239488116,0.030985915492957747
0.02330895795246801,0.030985915492957747
0.023491773308957953,0.0323943661971831
0.023674588665447898,0.0323943661971831
0.02376599634369287,0.0323943661971831
0.024040219378427787,0.0323943661971831
0.024223034734917732,0.0323943661971831
0.024497257769652652,0.0323943661971831
0.024680073126142597,0.0323943661971831
0.024680073126142597,0.03380281690140845
0.025045703839122486,0.03380281690140845
0.025137111517367458,0.03380281690140845
0.025319926873857403,0.035211267605633804
0.025594149908592323,0.035211267605633804
0.025959780621572212,0.035211267605633804
0.026051188299817184,0.036619718309859155
